D000077162,C10.551.568
D000077192,C04.557.470.200.025.022
D000077192,C04.588.894.797.520.055
D000077195,C04.557.470.200.400.565
D000077195,C04.588.443.177
D000077207,C04.557.450.565.280.140
D000077207,C04.557.450.795.300.140
D000077216,C04.557.470.200.295
D000077216,C04.588.322.455.199
D000077216,C12.050.351.500.056.630.705.350
D000077216,C12.050.351.937.418.685.350
D000077216,C12.100.250.056.630.705.350
D000077216,C12.900.418.685.350
D000077216,C19.344.410.199
D000077216,C19.391.630.705.350
D000077260,C23.888.900
D000077273,C04.557.470.200.025.085.612
D000077273,C04.588.322.894.400
D000077273,C04.588.443.915.400
D000077273,C19.344.894.400
D000077273,C19.874.788.400
D000077274,C04.557.470.200.623
D000077274,C04.588.443.665.710.650.500
D000077274,C07.550.350.650.500
D000077274,C07.550.745.650.500
D000077274,C09.647.710.650.500
D000077274,C09.775.350.650.500
D000077274,C09.775.549.650.500
D000077275,C05.116.099.708.375.286
D000077277,C04.557.470.200.400.330
D000077277,C04.557.470.700.400.565
D000077277,C04.588.274.476.205.500
D000077277,C04.588.443.353.500
D000077277,C06.301.371.205.500
D000077277,C06.405.117.430.500
D000077277,C06.405.249.205.500
D000077295,C12.050.351.968.829.867
D000077295,C12.200.777.829.893
D000077295,C12.950.829.867
D000077295,C23.888.942.343.790
D000077299,C01.248.250
D000077299,C01.748.610.300
D000077299,C08.381.677.300
D000077299,C08.730.610.300
D000077299,C23.550.291.875.500.500
D000077342,C01.150.252.400.536.850
D000077342,C01.150.252.400.794.352.250.850
D000077342,C01.920.930.513.850
D000077342,C23.550.291.500.844
D000077428,C15.378.190.625.265
D000077428,C16.320.314
D000077684,C10.668.829.550.350
D000077684,C10.668.829.800.750.150
D000077733,C20.111.572
D000077765,C11.270.151
D000077765,C11.768.216
D000077777,C04.557.450.565.545
D000077777,C04.557.645.380.500
D000077777,C17.300.680.770
D000077779,C04.557.470.615.665
D000077779,C04.588.274.761.875
D000077779,C04.588.322.475.875
D000077779,C06.301.761.875
D000077779,C06.689.667.812
D000077779,C19.344.421.875
D000077962,C23.888.144.243.463
D000078064,C23.888.144.243.926.500
D000079262,C12.050.703.417
D000079262,C18.654.726.750.500.633
D000079262,C23.888.144.699.500.125
D000079263,C01.918
D000079426,C01.920
D000079524,C25.775.643
D000079562,C06.405.609
D000079689,C23.888.821.150.500
D000079689,C25.775.643.250
D000079690,C23.550.767.831
D000079822,C04.697.650.280
D000079822,C23.550.727.650.280
D000080038,C14.240.400.210.125
D000080038,C14.280.400.210.125
D000080038,C16.131.240.400.210.125
D000080039,C14.240.400.990
D000080039,C14.280.400.990
D000080039,C16.131.240.400.975
D000080041,C14.240.400.915.150
D000080041,C14.280.400.915.150
D000080041,C16.131.240.400.915.150
D000080203,C08.381.483.652.500.500
D000080222,C06.130.120.250.640
D000080222,C06.198.964
D000080222,C16.131.314.778
D000080223,C17.800.862.945.533
D000080223,C20.543.480.904.533
D000080223,C23.550.291.500.360
D000080311,C10.597.606.762.850
D000080322,C11.250.105.250
D000080322,C11.941.160.241.250
D000080323,C11.250.105.500
D000080323,C11.941.160.241.500
D000080324,C11.250.105
D000080324,C11.941.160.241
D000080343,C11.338.780
D000080344,C10.292.700.463
D000080344,C10.500.760
D000080344,C11.270.588
D000080344,C11.640.522
D000080344,C16.131.666.763
D000080344,C16.320.290.612
D000080345,C11.250.345
D000080345,C11.270.238
D000080345,C11.768.337
D000080345,C16.131.384.424
D000080345,C16.320.290.352
D000080346,C11.768.346.500
D000080346,C14.907.055.908
D000080346,C14.907.489.815.500
D000080362,C11.270.872
D000080362,C11.768.585.439.339
D000080362,C16.320.290.724
D000080363,C11.941.879.780.900.650
D000080364,C11.941.160.478.550
D000080364,C11.941.879.780.900.300.489
D000080364,C11.941.879.780.900.650.500
D000080365,C11.768.773.348.500
D000080365,C11.941.160.478.400.500
D000080365,C11.941.879.780.900.300.318.500
D000080365,C11.941.879.780.900.650.250
D000080365,C20.111.303
D000080422,C10.597.622.760.500
D000080422,C10.668.416
D000080422,C23.888.592.636.786.500
D000080424,C23.550.470.790.250
D000080424,C23.550.835.900.356
D000080443,C04.557.465.625.600.380.185
D000080443,C04.557.470.670.380.185
D000080443,C04.557.580.625.600.380.185
D000080443,C04.588.614.250.195.411.100.500
D000080443,C10.228.140.211.500.100.500
D000080443,C10.551.240.250.400.200.500
D000080445,C08.127.108.688
D000080445,C08.381.495.108.500
D000080445,C08.381.495.389.250
D000080445,C08.674.095.688
D000080445,C20.543.103
D000080445,C23.550.291.500.875.500
D000080485,C10.228.140.490.746
D000080485,C23.550.260.322.812
D000080842,C23.550.291.968
D000080874,C10.574.928
D000080874,C18.452.845.650
D000080883,C12.050.703.420.288.364
D000080888,C10.597.606.150.500.550.500
D000080888,C23.888.592.604.150.500.550.500
D000080888,C23.888.592.604.150.550.600
D000080902,C07.465.299.625.500.349.750
D000080902,C10.292.200.875.750
D000080902,C10.292.319.625.700.349.750
D000080902,C10.900.300.218.775.750
D000080902,C26.915.300.400.825.750
D000080942,C10.228.140.199.850
D000080942,C14.280.778
D000080942,C14.907.725.638
D000080942,C23.550.767.877.625
D000080983,C15.378.190.223
D000080984,C15.378.190.223.500
D000080984,C16.614.183
D000081003,C06.689.276.500
D000081003,C15.378.190.223.500.875
D000081003,C18.452.584.563.824
D000081003,C18.452.584.718.875
D000081011,C06.552.289
D000081011,C23.550.513.355.500
D000081011,C23.550.717.489.500
D000081012,C06.689.750.830.500
D000081012,C20.111.296
D000081012,C23.550.291.500.750.500
D000081015,C09.218.788
D000081015,C23.550.753
D000081015,C25.100.656
D000081015,C26.733.650
D000081028,C10.292.200.750.500
D000081028,C10.292.700.475.500
D000081028,C10.900.300.218.550.500
D000081028,C11.640.530.500
D000081028,C23.550.877
D000081028,C25.100.937
D000081028,C26.733.902
D000081029,C08.381.423.847
D000081030,C05.651.682
D000081030,C10.668.491.628
D000081030,C23.550.706
D000081030,C25.100.828
D000081030,C26.733.411
D000081032,C06.689.750.325
D000081084,C26.040
D000081207,C16.320.798
D000081207,C20.673.795
D000081208,C16.320.798.500
D000081208,C20.673.795.500
D000081483,C23.149.688
D000082122,C23.300.707.960
D000082123,C23.300.707.960.750
D000082242,C07.465.815.178
D000082242,C15.378.553.231.774
D000082242,C15.604.315.459
D000082602,C05.550.518.384.500
D000082602,C05.660.297
D000082602,C16.131.621.297
D000082643,C10.597.210
D000082643,C23.300.220
D000082643,C23.888.592.206
D000082802,C04.697.098.500.580
D000082802,C23.550.727.098.500.580
D000082843,C12.050.351.500.056.630.728
D000082843,C12.100.250.056.630.728
D000082843,C19.391.630.728
D000082843,C23.300.970.625
D000082862,C14.280.484.048
D000082882,C14.240.400.186
D000082882,C14.280.400.186
D000082882,C14.280.484.048.875
D000082882,C16.131.240.400.186
D000082902,C14.240.400.818
D000082902,C14.280.400.818
D000082902,C14.280.484.048.937
D000082902,C16.131.240.400.817
D000082903,C14.240.400.118
D000082903,C14.280.400.118
D000082903,C16.131.240.400.118
D000083023,C04.588.274.476.411.307.180.400
D000083023,C06.301.371.411.307.180.400
D000083023,C06.405.249.411.307.180.400
D000083023,C06.405.469.158.356.180.400
D000083023,C06.405.469.491.307.180.400
D000083082,C14.907.137.671
D000083083,C16.320.488
D000083102,C26.741
D000083143,C05.651.534.500.350.500
D000083143,C10.668.491.175.500.350.500
D000083143,C16.320.322.625.500
D000083143,C16.320.577.350.500
D000083144,C05.651.534.500.350.250
D000083144,C10.668.491.175.500.350.250
D000083144,C16.320.488.500
D000083144,C16.320.577.350.250
D000083182,C05.651.180.180
D000083182,C14.907.303.180
D000083182,C23.550.291.500.282
D000083242,C10.228.140.300.775.400
D000083242,C14.907.253.855.400
D000083244,C10.228.140.300.775.400.750
D000083244,C14.907.253.855.400.750
D000083262,C10.228.140.300.775.400.375
D000083262,C14.907.253.855.400.375
D000083302,C10.228.140.300.775.300
D000083302,C14.907.253.855.300
D000083402,C14.240.850.930
D000083402,C16.131.240.850.902
D000083682,C25.775.383.500
D000083682,C25.775.643.500.700
D000084002,C01.150.703.302.720.745
D000084002,C01.800.200.720.745
D000084002,C17.800.174.640.500
D000084002,C17.800.815.650.500
D000084002,C17.800.838.208.883.608
D000084063,C23.550.291.937.250
D000084122,C04.588.894.309.250
D000084122,C14.280.459.250
D000084202,C25.100.429
D000084322,C09.218.568.900.663
D000084462,C23.888.119.455
D000084462,C26.522.750
D000085142,C01.920.930.831
D000085142,C01.925.782.147.905
D000085343,C01.550
D000085583,C18.452.565.300
D000086002,C04.557.470.035.510.757
D000086002,C04.557.470.660.510.757
D000086002,C04.588.894.797.520.173
D000086002,C04.588.894.797.640.350
D000086002,C08.381.540.144
D000086002,C08.785.520.124
D000086002,C08.785.640.350
D000086382,C01.748.610.763.500
D000086382,C01.925.705.500
D000086382,C01.925.782.600.550.200.163
D000086382,C08.381.677.807.500
D000086382,C08.730.610.763.500
D000086582,C10.597.751.600.500
D000086582,C23.888.592.763.550.500
D000086722,C23.888.852.834
D000086965,C01.925.933
D000086965,C01.973.500
D000086965,C22.969.500
D000086966,C01.150.252.162
D000086966,C01.973.250
D000086966,C22.969.250
D000086982,C01.221.250
D000086982,C23.550.291.531.500
D000087122,C10.597.606.483
D000087122,C23.888.592.604.487
D000087505,C10.228.140.390
D000087525,C23.550.355.663
D000087525,C26.733.685
D000088282,C10.574.945.312
D000088323,C10.228.140.300.794
D000088323,C14.907.253.896
D000088442,C14.280.647.500.328
D000088442,C14.907.585.500.422
D000088442,C23.550.513.355.750.328
D000088442,C23.550.717.489.750.328
D000088562,C01.645
D000088562,C23.550.291.902
D000089083,C23.888.104
D000089183,C05.116.900.853.625.800.744
D000089183,C05.550.069.340
D000089183,C05.550.114.865.800.744
D000089202,C05.116.900.853.625.800.744.250
D000089202,C05.550.069.340.250
D000089202,C05.550.114.865.800.744.250
D000089802,C14.907.137.126.307.500.500
D000089802,C14.907.617.671.500
D000089802,C23.550.291.500.298
D000089802,C23.550.513.178
D000089965,C17.800.229.100
D000089965,C23.888.885.328.500
D000089965,C26.200.413
D000090004,C23.550.291.156
D000090122,C14.907.355.830.573
D000090122,C17.800.862.406
D000090124,C06.405.469.462
D000090267,C20.762.500
D000090303,C16.131.077.350.568
D000090303,C16.131.831.350.568
D000090303,C16.320.850.250.568
D000090303,C17.800.804.350.568
D000090303,C17.800.827.250.568
D000090362,C20.762
D000090463,C18.452.565.400
D000090542,C16.320.565.398.481.500
D000090542,C18.452.584.500.500.644.475.500
D000090542,C18.452.584.563.481.500
D000090542,C18.452.648.398.481.500
D000090862,C10.586
D000090862,C23.550.470.544
D000090882,C14.907.355.830.749
D000090882,C15.378.100.876
D000090882,C23.550.470.895
D000091323,C10.597.742.357
D000091323,C23.888.592.742.357
D000091622,C23.888.144.243.926.750
D000091622,C23.888.144.243.963.750
D000091642,C12
D000091662,C12.100
D000126,C06.405.748.045
D000126,C18.452.076.087
D000130,C05.116.099.343.110
D000130,C05.116.099.708.017
D000130,C16.320.240.500
D000137,C18.452.076
D000138,C18.452.076.176
D000140,C18.452.076.176.180
D000141,C12.050.351.968.419.815.093
D000141,C12.200.777.419.815.093
D000141,C12.950.419.815.093
D000141,C16.320.831.093
D000141,C18.452.076.176.210
D000142,C08.618.846.093
D000142,C18.452.076.176.310
D000151,C01.150.252.400.560.022
D000152,C17.800.030.150
D000152,C17.800.794.111
D000153,C17.300.200.425.125
D000153,C17.800.030.030
D000153,C17.800.329.500.261
D000160,C09.218.807.800
D000160,C10.292.910
D000163,C01.221.250.875.040
D000163,C01.221.812.640.400.040
D000163,C01.778.640.400.040
D000163,C01.925.782.815.616.400.040
D000163,C01.925.813.400.040
D000163,C01.925.839.040
D000163,C12.100.937.640.400.040
D000163,C20.673.480.040
D000168,C05.116.099.370.894.232.015
D000168,C05.116.099.370.894.819.100
D000168,C05.660.207.240.100
D000168,C05.660.585.800.100
D000168,C05.660.906.364.100
D000168,C05.660.906.819.100
D000168,C16.131.621.207.240.100
D000168,C16.131.621.585.800.100
D000168,C16.131.621.906.364.100
D000168,C16.131.621.906.819.100
D000169,C16.131.831.066
D000169,C17.800.174.100
D000169,C17.800.804.066
D000170,C10.668.829.025
D000170,C10.720.475.600.150
D000170,C25.723.522.875.500.100
D000172,C05.116.132.082
D000172,C10.228.140.617.738.250.100
D000172,C19.700.355.179
D000182,C04.730.713.317
D000187,C01.150.252.400.700.030.178
D000187,C22.039
D000189,C01.150.252.400.700.030
D000193,C01.150.252.410.040
D000196,C01.150.252.410.040.137
D000197,C01.150.252.410.040.137.316
D000197,C01.150.252.819.110
D000197,C01.800.720.110
D000197,C17.800.838.765.110
D000208,C23.550.291.125
D000210,C23.550.470.099
D000219,C14.280.067.558.137
D000219,C14.280.123.500.137
D000219,C23.550.073.425.025
D000224,C19.053.500.263
D000224,C20.111.163
D000230,C04.557.470.200.025
D000231,C04.557.470.200.025.085
D000232,C04.557.450.565.590.595.050
D000232,C04.557.470.625.050
D000235,C04.557.435.075
D000236,C04.557.470.035
D000237,C04.557.465.625.650.075
D000237,C04.557.470.035.075
D000237,C04.557.580.625.650.075
D000238,C04.557.465.625.650.095
D000238,C04.557.470.035.095
D000238,C04.557.580.625.650.095
D000239,C04.557.465.625.650.025
D000239,C04.557.470.035.025
D000239,C04.557.580.625.650.025
D000257,C01.925.256.076
D000258,C01.925.256.076.045
D000267,C23.550.355.274.840
D000270,C10.177.045
D000270,C10.292.562.700.250
D000270,C11.590.436.200
D000270,C11.710.800.180
D000274,C17.800.463.249
D000274,C18.452.584.718.500
D000291,C12.050.351.500.056
D000291,C12.100.250.056
D000292,C01.635.500
D000292,C12.050.351.500.056.750
D000292,C12.100.250.056.750
D000303,C19.053.098
D000306,C04.588.322.078.265
D000306,C19.053.098.265
D000306,C19.053.347.500
D000306,C19.344.078.265
D000307,C19.053
D000308,C19.053.800
D000309,C19.053.500
D000310,C04.588.322.078
D000310,C19.053.347
D000310,C19.344.078
D000312,C12.050.351.875.253.090.500
D000312,C12.200.706.316.090.500
D000312,C12.800.316.090.500
D000312,C16.131.939.316.129.500
D000312,C16.320.033
D000312,C16.320.565.925.249
D000312,C18.452.648.925.249
D000312,C19.053.440
D000312,C19.391.119.090.500
D000314,C04.557.470.035.232
D000326,C10.228.140.163.100.084
D000326,C10.228.140.163.100.362.250
D000326,C10.228.140.695.625.250
D000326,C10.314.400.250
D000326,C10.597.606.360.455.124
D000326,C16.320.322.500.124
D000326,C16.320.400.525.124
D000326,C16.320.565.189.084
D000326,C16.320.565.189.362.250
D000326,C16.320.565.663.100
D000326,C18.452.132.100.084
D000326,C18.452.132.100.362.250
D000326,C18.452.648.189.084
D000326,C18.452.648.189.362.250
D000326,C18.452.648.663.100
D000326,C19.053.500.270
D000334,C23.888.821.061
D000343,C06.405.469.531.099
D000343,C23.550.767.050
D000347,C15.378.100.100.056
D000347,C15.378.100.141.072
D000347,C15.378.463.067
D000347,C16.320.099.056
D000355,C01.920.500.030
D000355,C01.925.081.030
D000355,C01.925.782.791.142
D000355,C22.488.088
D000357,C01.920.930.125
D000357,C01.925.081.078
D000357,C01.925.256.142
D000357,C22.905.072
D000361,C15.378.147.142
D000361,C15.604.515.032
D000361,C20.673.088
D000370,C10.597.751.861.184
D000370,C23.888.592.763.861.184
D000377,C10.597.606.762.100
D000377,C23.888.592.604.764.100
D000380,C15.378.553.546.184
D000381,C10.597.606.150.500.050
D000381,C23.888.592.604.150.500.050
D000382,C24.080
D000386,C01.221.250.875.080
D000386,C01.221.812.640.400.080
D000386,C01.778.640.400.080
D000386,C01.925.782.815.616.400.080
D000386,C01.925.813.400.080
D000386,C01.925.839.080
D000386,C12.100.937.640.400.080
D000386,C20.673.480.080
D000387,C05.116.264.143
D000402,C08.618.846.185
D000405,C10.228.140.042
D000417,C11.270.040
D000417,C16.320.290.040
D000417,C16.320.565.100.102
D000417,C16.320.850.080
D000417,C17.800.621.440.102
D000417,C17.800.827.080
D000417,C18.452.648.100.102
D000419,C12.050.351.968.934.734.269
D000419,C12.200.777.934.734.269
D000419,C12.950.934.734.269
D000419,C23.888.942.750.269
D000425,C10.720.112.100
D000425,C25.723.705.150.100
D000425,C25.775.100.087.193.100
D000430,C10.720.112.200
D000430,C25.723.705.150.200
D000430,C25.775.100.087.193.200
D000430,C25.775.835.250
D000435,C25.775.100.175
D000437,C25.775.100.250
D000453,C01.925.256.700.091
D000453,C01.925.839.091
D000453,C11.270.040.772.270
D000453,C20.673.774.257.270
D000453,C22.062
D000471,C18.452.076.354
D000472,C08.618.501.271
D000472,C18.452.076.354.271
D000474,C16.320.565.100.187
D000474,C18.452.648.100.187
D000505,C17.800.329.937.122
D000505,C23.300.035
D000506,C17.800.329.937.122.147
D000507,C17.300.550.550
D000507,C17.800.329.937.122.550
D000507,C17.800.794.550
D000532,C08.618.020
D000542,C08.381.483.125
D000542,C08.674.055
D000542,C20.543.480.680.075
D000544,C10.228.140.380.100
D000544,C10.574.945.249
D000550,C10.228.140.055
D000550,C10.597.751.941.073
D000550,C11.966.073
D000550,C23.888.592.763.941.073
D000562,C01.610.752.049
D000564,C04.557.695.065
D000567,C07.650.800.255.500
D000567,C07.793.700.255.500
D000567,C16.131.850.800.255.500
D000568,C23.550.568.500
D000592,C16.320.565.100
D000592,C18.452.648.100
D000608,C12.050.351.968.419.815.885
D000608,C12.200.777.419.815.885
D000608,C12.950.419.815.885
D000608,C16.320.831.885
D000647,C10.597.606.525.100
D000647,C23.888.592.604.529.100
D000648,C10.597.606.525.100.150
D000648,C23.888.592.604.529.100.150
D000652,C16.614.042
D000673,C26.062
D000686,C18.452.845.500
D000690,C10.228.854.139
D000690,C10.574.562.250
D000690,C10.574.950.050
D000690,C10.668.467.250
D000690,C18.452.845.800.050
D000694,C04.588.083
D000694,C04.588.274.476.411.307.790.040.040
D000694,C06.301.371.411.307.790.040.040
D000694,C06.405.249.411.307.790.040.040
D000694,C06.405.469.491.307.790.040.040
D000694,C06.405.469.860.101.163.083
D000694,C06.405.469.860.180.500.040.040
D000694,C22.073
D000699,C10.668.829.700
D000699,C16.320.775
D000707,C20.543.480.099
D000708,C04.697.045
D000708,C23.550.727.045
D000711,C01.150.252.400.054
